date,mean_temp,num_mean_temp_samples,mean_dew_point,num_mean_dew_point_samples,mean_sealevel_pressure,num_mean_sealevel_pressure_samples,mean_visibility,num_mean_visibility_samples,mean_wind_speed,num_mean_wind_speed_samples,max_sustained_wind_speed,max_gust_wind_speed,max_temperature,max_temperature_explicit,total_precipitation,fog,rain,snow,hail,thunder,tornado,wban_number_3887,wban_number_3960,wban_number_4846,wban_number_4894,wban_number_14827,wban_number_14842,wban_number_53802,wban_number_94846,wban_number_94870,wban_number_94892,wban_number_99999
2007-02-05,-2.119694822539734,0.3046951397055245,-2.5620288726574687,0.3186425231770944,3.0848225549651227,0.6331049367863003,0.9038255582260709,0.3121481565043781,-0.0902234367538992,0.37940225384771453,-0.168945122790428,-0.7217169903761681,-2.0018944603185624,0,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2003-04-30,1.2700334643649565,-1.3554846686807287,1.109035153262653,-1.311943455548435,-0.7528144820826728,-2.0797832149587014,0.2990899810736838,-1.655972423489325,0.0727615645524275,-1.0936888965563996,-0.34326411876768803,-0.5456775199577387,1.2151954398789782,1,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002-06-03,0.48778843213798956,0.3046951397055245,0.412136575286535,0.3186425231770944,-0.7829154332028608,0.38647874117311837,0.5316805535452703,0.3121481565043781,0.6975370574833227,0.37940225384771453,1.7659957990545783,1.1971131700309836,0.6192335226626553,1,-0.3420194292414234,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2000-10-18,-0.023065358747532665,0.3046951397055245,0.07740565675510513,0.3186425231770944,1.0681782416807895,0.8797311323994823,-1.0499351618089938,0.3121481565043781,-1.1496252328368477,0.37940225384771453,-0.5175831147449481,-1.267439415827028,-0.3740360586961961,1,-0.37007645417099844,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-12-27,-0.4168486330099785,0.3046951397055245,-0.27378718072788844,0.3186425231770944,-1.2945948601635364,0.8797311323994823,0.9503438501729123,0.3121481565043781,-0.17171580787830346,0.37940225384771453,-0.6744701446270621,-1.0913999454085983,-0.46232660394981057,0,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2008-04-29,-0.4168486330099785,0.3046951397055245,-0.5975432772976236,0.3186425231770944,0.6016456486400786,0.38647874117311837,0.7177532777013258,0.3121481565043781,0.09992555873180319,0.37940225384771453,0.5457628272137579,0.14087634752040762,-0.4733629747318284,1,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-13,-0.20399285297516248,-0.3593767836489768,-0.03234214420720262,-0.3335918683131174,-1.580540117524354,-0.10677365005324554,0.8107894179636983,-0.34389203682685626,-0.1445516841701687,-0.20983420631393113,0.005373873186832047,-0.5456775199577387,0.12259873198322936,1,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-05-26,0.8496432175981586,0.3046951397055245,1.147446716137606,0.3186425231770944,-1.8965771404847593,-1.3399046281191553,-0.7243084490750349,0.3121481565043781,-0.36186493289276495,-2.8613982770413364,-0.8836530727946142,-0.8801524465990258,1.0165413973064492,1,-0.2017342993675203,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2000-06-26,1.1210342559445128,0.3046951397055245,1.290118773657679,0.3186425231770944,-0.4969701758420261,0.8797311323994823,0.9038255582260709,0.3121481565043781,-0.4976856809621978,0.37940225384771453,-0.5175831147449481,-0.8801524465990258,1.4138492719502427,0,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002-08-21,1.0678203109358089,-0.027340821971726163,1.235244873176525,-0.007474672568011491,0.5564988147201139,0.6331049367863003,0.9038255582260709,-0.01587194016123909,-0.2532083085314668,0.08478402376689172,-0.5175831147449481,-1.0913999454085983,0.9172144812708168,0,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-03-16,-0.9330239401934254,0.3046951397055245,-0.8993497299439699,0.3186425231770944,1.2337196945608548,0.6331049367863003,0.7177532777013258,0.3121481565043781,1.3494765445935928,0.37940225384771453,0.8769688530731322,0.35212384632997945,-0.8706707441249899,1,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-03-22,-0.6509898692512218,-1.0234487070034781,-0.5316945548547752,-0.9858262598033292,-0.030437582801332307,-0.6000260412796095,-0.49171787660344835,-0.9999322301580906,1.21365579652416,-0.7990706664755768,1.3824938749097673,0.6865987729712666,-0.4016268804006087,0,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2001-03-08,-0.6882396713563327,0.3046951397055245,-0.7237532065388138,0.3186425231770944,0.42104912743958484,0.13985254555993643,-0.026536731660275262,0.3121481565043781,0.15425406520559085,0.08478402376689172,0.7026498570958722,0.35212384632997945,-0.7934164644027611,0,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-06-28,1.5520675353071602,-1.6875206303579795,1.174883666378183,-1.638060651293541,-0.30132777184175563,-0.6000260412796095,-0.6312720869970071,-1.655972423489325,-0.7149988001560349,-1.3883071266372224,-0.34326411876768803,-1.0913999454085983,1.634575845585543,0,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-10-15,0.807072305185304,-0.027340821971726163,0.32982572456480425,-0.007474672568011491,-0.30132777184175563,0.6331049367863003,0.9968616984884425,-0.01587194016123909,0.3172388074543994,0.08478402376689172,0.8769688530731322,0.14087634752040762,0.35987996704218905,0,-0.25784834922667027,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-03-31,0.7485366408835848,0.3046951397055245,0.8511277791357661,0.3186425231770944,-0.37657555688190847,0.38647874117311837,-0.3986815145254206,0.3121481565043781,-0.17171580787830346,0.37940225384771453,0.5457628272137579,0.35212384632997945,1.0165413973064492,1,-0.3139624043118484,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2009-11-16,-0.4115271167120538,0.3046951397055245,-0.16403937976558067,0.3186425231770944,0.315700391279261,-0.8466522368927915,-0.8638626594685936,0.3121481565043781,1.7026105413856218,0.37940225384771453,0.7026498570958722,0.6865987729712666,-0.0760551000880349,0,3.417622036746299,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2006-01-29,-0.14013607836569958,-0.3593767836489768,0.15971650747683594,-0.3335918683131174,-2.047072710565065,-1.5865308237323374,-0.30564537426304805,-0.34389203682685626,2.191565286247084,-0.20983420631393113,1.3824938749097673,0.8626382433896959,-0.3519633171321604,0,0.8644326375042715,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-04-19,-0.20931416627799668,0.3046951397055245,-0.20793845828504015,0.3186425231770944,0.13511305559936773,0.8797311323994823,0.5316805535452703,0.3121481565043781,-0.4433573040171692,0.37940225384771453,-0.34326411876768803,-0.7217169903761681,-0.0760551000880349,1,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2001-03-29,-0.5498834955317385,-0.027340821971726163,-0.5316945548547752,-0.007474672568011491,-0.030437582801332307,-0.3533998456664275,-0.7708265192062211,-0.01587194016123909,-0.470521427725304,0.08478402376689172,-0.6744701446270621,-1.267439415827028,-0.4016268804006087,0,-0.3420194292414234,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-05-11,0.7006444151678961,0.3046951397055245,0.5602961484511142,0.3186425231770944,-0.16587808456124367,0.8797311323994823,0.5781988454921118,0.3121481565043781,-0.5520139283784673,0.37940225384771453,0.005373873186832047,-1.0913999454085983,0.7461514709039647,0,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002-09-19,1.2114982060534183,0.3046951397055245,1.4053542995918111,0.3186425231770944,-1.445090430243842,0.8797311323994823,0.764271126016856,0.3121481565043781,0.5345520561769956,0.37940225384771453,0.5457628272137579,0.35212384632997945,1.3034859851325926,0,-0.37007645417099844,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2003-02-16,-1.4864488464868928,-1.6875206303579795,-1.2670048003695054,-1.638060651293541,0.9477836227206548,-1.3399046281191553,-2.3059242753371265,-1.655972423489325,1.8384312894550547,-1.3883071266372224,0.7026498570958722,0.14087634752040762,-1.2679786187687832,1,0.6119194810764642,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-01-06,-1.2682717531492425,-0.027340821971726163,-0.9981227089445832,-0.007474672568011491,-0.43677745912226756,-0.8466522368927915,0.11301770054893874,-0.01587194016123909,0.18141805938496652,0.08478402376689172,-0.168945122790428,-0.8801524465990258,-1.179687968264537,0,1.9867137601119478,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-07-09,1.5999597610228489,0.3046951397055245,1.20232061661876,0.3186425231770944,-0.7829154332028608,0.8797311323994823,0.8107894179636983,0.3121481565043781,0.2900748132750242,0.37940225384771453,0.005373873186832047,-0.03516312289802171,1.2427862615833907,0,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,1.174248200953217,0.3046951397055245,1.147446716137606,0.3186425231770944,-0.211034104001809,0.38647874117311837,-0.7243084490750349,0.3121481565043781,-0.6063421757947368,0.37940225384771453,-0.6744701446270621,-0.8801524465990258,1.2151954398789782,1,-0.3981334791005732,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2000-03-07,0.6261448109576743,0.3046951397055245,0.499934732325454,0.3186425231770944,0.4511500785597729,0.8797311323994823,0.9038255582260709,0.3121481565043781,-0.41619318030903446,0.37940225384771453,-0.34326411876768803,-0.7217169903761681,0.12259873198322936,1,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2001-06-14,1.6052814803158642,-1.6875206303579795,1.5151021005541188,-1.638060651293541,-0.6173647948021608,-0.6000260412796095,-0.30564537426304805,-1.655972423489325,0.2629105600381299,-1.3883071266372224,0.005373873186832047,-0.5456775199577387,1.524212558767893,0,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2003-02-11,-1.6407693682101705,-0.027340821971726163,-1.7114834151995837,-0.007474672568011491,-0.015382514480937973,0.6331049367863003,0.6247171374389541,-0.01587194016123909,-0.3347006796558711,0.08478402376689172,-0.168945122790428,-0.7217169903761681,-1.7370225877437968,0,0.05077891977262613,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2008-06-05,1.498853590298456,0.3046951397055245,1.5260767131884951,0.3186425231770944,-1.3698426452036894,0.6331049367863003,0.9968616984884425,0.3121481565043781,2.517534770744701,0.37940225384771453,2.0972018249139524,1.7428355954818426,1.7118302305584039,1,-0.37007645417099844,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002-05-13,-0.012422529146773761,-0.3593767836489768,0.10484260699568207,-0.3335918683131174,0.1200579872789734,-0.3533998456664275,0.5781988454921118,-0.34389203682685626,1.3494765445935928,-0.20983420631393113,0.7026498570958722,0.14087634752040762,0.2219258585201263,1,3.3615080391474317,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-02-01,-0.7574177592686298,0.3046951397055245,-0.7621649787410851,0.3186425231770944,-0.6474657459223317,0.6331049367863003,0.6247171374389541,0.3121481565043781,0.18141805938496652,0.37940225384771453,0.5457628272137579,0.6865987729712666,-0.683053177585111,1,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-05,-1.1192726462263443,0.3046951397055245,-1.0310470701660073,0.3186425231770944,-0.30132777184175563,0.6331049367863003,0.48516270522973926,0.3121481565043781,1.1593275491078905,0.37940225384771453,0.16226090306894606,-0.3696380495393094,-0.9699977654112544,1,1.0327747975337778,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-10-28,-0.24124265508027376,0.3046951397055245,-0.5755936333742347,0.3186425231770944,-0.9785578372031313,0.6331049367863003,0.39212656496736675,0.3121481565043781,1.430969045246756,0.37940225384771453,0.3365798990462064,0.5105593025528372,-0.0760551000880349,1,0.27523511920922555,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002-07-27,1.498853590298456,-1.0234487070034781,1.6577741580741916,-0.9858262598033292,-0.602318912002367,-0.8466522368927915,0.20605384081131126,-0.9999322301580906,0.48022380876072607,-0.7990706664755768,0.3365798990462064,0.14087634752040762,1.5131763984871394,1,0.1630070403950389,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002-08-30,1.1369986018431966,-0.3593767836489768,1.0706233810603816,-0.3335918683131174,1.1434260267209424,0.38647874117311837,0.39212656496736675,-0.34389203682685626,-0.7693271771010635,-0.20983420631393113,-0.6744701446270621,-1.267439415827028,0.9779142048200183,0,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-06-01,1.1210342559445128,0.3046951397055245,1.0706233810603816,0.3186425231770944,-0.211034104001809,-0.6000260412796095,-0.7243084490750349,0.3121481565043781,-0.36186493289276495,0.37940225384771453,0.005373873186832047,-0.3696380495393094,1.0165413973064492,1,-0.37007645417099844,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2004-09-23,0.8656075634968423,0.3046951397055245,0.499934732325454,0.3186425231770944,0.8875909060008963,0.8797311323994823,0.6712349857544844,0.3121481565043781,-0.7421629238641697,0.37940225384771453,-0.34326411876768803,-0.7217169903761681,0.420579690591391,0,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002-07-21,1.6372097661230502,0.3046951397055245,1.7181353648725337,0.3186425231770944,-0.060538533921503296,0.6331049367863003,0.48516270522973926,0.3121481565043781,-0.7149988001560349,0.37940225384771453,-0.8836530727946142,-0.7217169903761681,1.6897574889943683,0,-0.3139624043118484,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-11-07,-0.21995699587875558,-2.01955659203523,-0.13660242952500373,-1.9641778470386468,0.36085641071982627,-1.3399046281191553,-0.2591273041318618,-1.983992520154942,0.2900748132750242,-1.6829253567180453,0.16226090306894606,-0.5456775199577387,-0.3740360586961961,1,-0.3981334791005732,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-03-03,-0.8957741380883145,0.3046951397055245,-1.1188453318685854,0.3186425231770944,1.5196649519216896,0.6331049367863003,0.6247171374389541,0.3121481565043781,0.2900748132750242,0.37940225384771453,-0.34326411876768803,-1.0913999454085983,-1.168651597482519,1,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2004-08-15,0.5835734925546383,-0.3593767836489768,0.4615229601231823,-0.3335918683131174,1.3842152646411605,0.13985254555993643,0.34560827302052527,-0.34389203682685626,-0.9866402962949007,-0.20983420631393113,-0.8836530727946142,-1.6019143424683147,0.31021640377374077,0,-0.37007645417099844,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-09-06,1.4030683268867166,0.3046951397055245,1.2956064986295033,0.3186425231770944,-0.10568536784148516,-0.6000260412796095,0.8107894179636983,0.3121481565043781,0.42589556134445705,0.08478402376689172,1.3824938749097673,0.6865987729712666,1.6897574889943683,0,0.022721920973192217,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-03-22,-0.7201681601586097,-0.027340821971726163,-0.7731396960391205,-0.007474672568011491,0.02976431943904389,0.6331049367863003,-0.026536731660275262,-0.01587194016123909,2.245893274605835,0.08478402376689172,1.5568128708870272,1.0210736996125542,-0.4733629747318284,1,1.201116957563284,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-09-25,1.046535057724472,-0.027340821971726163,1.3120684175810677,-0.007474672568011491,-0.25618093792179086,-1.0932784325059735,-1.0499351618089938,-0.01587194016123909,-0.470521427725304,0.08478402376689172,-0.8836530727946142,-1.4258748720498853,1.3145221454133462,1,-0.3139624043118484,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-04-12,-0.7414536163650367,0.3046951397055245,-0.6249802275382005,0.3186425231770944,-1.4902464496844074,-0.3533998456664275,0.764271126016856,0.3121481565043781,3.4411162721088733,0.37940225384771453,1.7659957990545783,1.5843998034903415,-0.5119901672182589,0,0.10689300098794534,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-02-28,-1.0926656737219922,0.3046951397055245,-0.9432488084634294,0.3186425231770944,0.19530577231912624,-0.10677365005324554,0.2525721327581527,0.3121481565043781,0.7247010516626979,0.37940225384771453,1.5568128708870272,0.5105593025528372,-0.7713438280893573,1,-0.08950619964922055,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-12-05,-1.2576289235484837,-0.027340821971726163,-1.135307460147468,-0.007474672568011491,-0.7528144820826728,-1.5865308237323374,-2.2594060942981122,-0.01587194016123909,0.42589556134445705,0.08478402376689172,0.5457628272137579,1.1971131700309836,-1.3673055348044159,1,0.6680334786753317,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-09-07,1.3392117552723442,-0.027340821971726163,1.3724296243794099,-0.007474672568011491,-0.4518233419220613,-0.3533998456664275,-0.5382359467346346,-0.01587194016123909,0.6975370574833227,0.08478402376689172,0.7026498570958722,0.5105593025528372,1.4745489954994446,0,1.2852881211944893,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2001-10-24,0.6527517834620262,-0.027340821971726163,0.9553880644535672,-0.007474672568011491,-2.393219870166242,-0.10677365005324554,0.06649963041775248,-0.01587194016123909,-0.0902234367538992,0.08478402376689172,3.491753792732033,3.8377055620760663,0.6192335226626553,1,0.920546718719591,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-01-18,-1.3321284262611601,0.3046951397055245,-1.1517695884263504,0.3186425231770944,1.1434260267209424,-0.10677365005324554,-0.49171787660344835,0.3121481565043781,0.8605217997321308,0.37940225384771453,0.16226090306894606,-0.7217169903761681,-1.168651597482519,1,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2004-12-30,-0.5126336934266276,-2.6836285153897315,-0.34512320948792485,-2.6164122385288584,0.34580134239943194,-3.559540388637793,-2.5850329179398996,-2.6400327134861765,-0.28037243223960157,-2.272161816879691,0.3365798990462064,0.5105593025528372,-0.7713438280893573,1,-0.3981334791005732,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002-05-07,0.9081784759096969,0.3046951397055245,1.169396360060995,0.3186425231770944,-0.16587808456124367,-0.3533998456664275,0.1595359924957802,0.3121481565043781,-0.3890290566008997,0.37940225384771453,1.0512878490503923,1.1971131700309836,1.0165413973064492,1,10.291593097457909,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006-09-27,0.3760392288177474,-0.6914127453262274,0.3078760806414154,-0.6597090640582233,-1.159154358403625,0.13985254555993643,0.9968616984884425,-1.983992520154942,-0.06305918351700536,-2.5667800469605138,-0.168945122790428,-0.8801524465990258,0.5309429774090412,0,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2005-10-23,-0.21995699587875558,0.3046951397055245,-0.27927469637239505,0.3186425231770944,-0.12073125064126182,0.8797311323994823,0.9968616984884425,0.3121481565043781,0.09992555873180319,0.37940225384771453,0.005373873186832047,-0.3696380495393094,-0.17538201612366724,1,-0.08950619964922055,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002-05-07,0.18979042128728335,-0.027340821971726163,0.48347260404657144,-0.007474672568011491,0.05986527055921488,-1.0932784325059735,-0.16609094205383407,-0.01587194016123909,-0.0902234367538992,0.08478402376689172,-0.168945122790428,-0.7217169903761681,0.12259873198322936,1,0.3032921598168855,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2004-04-03,-0.07095799045340248,0.3046951397055245,-0.43840888217135005,0.3186425231770944,0.1802598895193496,0.8797311323994823,0.9968616984884425,0.3121481565043781,0.018433317136157982,0.37940225384771453,0.8769688530731322,0.14087634752040762,-0.683053177585111,0,-0.3981334791005732,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2001-08-23,1.2593908377592882,-0.6914127453262274,1.3504803991106573,-0.6597090640582233,-0.0003366316811442078,-1.5865308237323374,0.6247171374389541,-0.6719121334924735,-0.3347006796558711,-1.3883071266372224,1.7659957990545783,1.5843998034903415,1.4138492719502427,0,3.417622036746299,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
